FID,camera_id,Subcl_Veg,SUM_Shape_
802,HI1101,"1.B Temperate & Boreal Forest & Woodland,Tree",608534.0807
803,HI1101,"2.B Temperate & Boreal Grassland & Shrubland,Herb",49212.81606
804,HI1101,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",900
805,HI1101,"7.A Woody Agricultural Vegetation,Tree",60.55981517
806,HI1101,"7.B Herbaceous Agricultural Vegetation,Agriculture",482.8324695
807,HI1101,"7.B Herbaceous Agricultural Vegetation,Herb",85850.37313
808,HI1101,"7.C Herbaceous & Woody Developed Vegetation,Herb",9900
809,HI1101,"7.C Herbaceous & Woody Developed Vegetation,Tree",15801.82377
810,HI1101,"Developed-Low Intensity,Developed",1800
811,HI1117,"1.B Temperate & Boreal Forest & Woodland,Tree",726880.8789
812,HI1117,"2.B Temperate & Boreal Grassland & Shrubland,Herb",6464.274347
813,HI1117,"7.B Herbaceous Agricultural Vegetation,Agriculture",13439.33401
814,HI1117,"7.B Herbaceous Agricultural Vegetation,Herb",1653.873302
815,HI1117,"7.C Herbaceous & Woody Developed Vegetation,Herb",900
816,HI1117,"7.C Herbaceous & Woody Developed Vegetation,Tree",576.3427735
817,HI1117,"Open Water,Water",22627.78264
818,HI1130,"1.B Temperate & Boreal Forest & Woodland,Tree",445315.0877
819,HI1130,"2.B Temperate & Boreal Grassland & Shrubland,Herb",42227.17935
820,HI1130,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",12600
821,HI1130,"2.C Shrub & Herb Wetland,Herb",1800
822,HI1130,"7.A Woody Agricultural Vegetation,Tree",13618.23442
823,HI1130,"7.B Herbaceous Agricultural Vegetation,Agriculture",538.8855005
824,HI1130,"7.B Herbaceous Agricultural Vegetation,Herb",38111.45966
825,HI1130,"7.C Herbaceous & Woody Developed Vegetation,Herb",43146.73301
826,HI1130,"7.C Herbaceous & Woody Developed Vegetation,Shrub",16138.60205
827,HI1130,"7.C Herbaceous & Woody Developed Vegetation,Tree",132575.9372
828,HI1130,"Developed-Low Intensity,Developed",3600
829,HI1130,"Developed-Roads,Developed",17470.3671
830,HI1130,"Open Water,Water",5400
831,HI1133,"1.B Temperate & Boreal Forest & Woodland,Tree",609325.0792
832,HI1133,"2.B Temperate & Boreal Grassland & Shrubland,Herb",42170.41818
833,HI1133,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2700
834,HI1133,"2.C Shrub & Herb Wetland,Herb",900
835,HI1133,"2.C Shrub & Herb Wetland,Tree",616.212885
836,HI1133,"7.A Woody Agricultural Vegetation,Tree",21294.14063
837,HI1133,"7.B Herbaceous Agricultural Vegetation,Herb",13144.08742
838,HI1133,"7.C Herbaceous & Woody Developed Vegetation,Herb",4213.036829
839,HI1133,"7.C Herbaceous & Woody Developed Vegetation,Shrub",2700
840,HI1133,"7.C Herbaceous & Woody Developed Vegetation,Tree",18665.25407
841,HI1133,"Developed-Low Intensity,Developed",7200
842,HI1133,"Developed-Roads,Developed",14397.36915
843,HI1133,"Open Water,Water",35216.8876
844,HI1146,"1.B Temperate & Boreal Forest & Woodland,Tree",635997.7447
845,HI1146,"2.B Temperate & Boreal Grassland & Shrubland,Herb",7561.762169
846,HI1146,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",815.3634416
847,HI1146,"2.C Shrub & Herb Wetland,Herb",900
848,HI1146,"2.C Shrub & Herb Wetland,Tree",872.8024094
849,HI1146,"7.B Herbaceous Agricultural Vegetation,Agriculture",564.9575341
850,HI1146,"7.C Herbaceous & Woody Developed Vegetation,Herb",3635.312055
851,HI1146,"7.C Herbaceous & Woody Developed Vegetation,Tree",114181.703
852,HI1146,"Developed-Roads,Developed",3500.287722
853,HI1146,"Open Water,Water",4159.259807
854,HI1146,"Recently Disturbed or Modified,Tree",353.2930905
855,HI1149,"1.B Temperate & Boreal Forest & Woodland,Tree",414280.3766
856,HI1149,"2.B Temperate & Boreal Grassland & Shrubland,Herb",1060.806996
857,HI1149,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",900
858,HI1149,"7.A Woody Agricultural Vegetation,Tree",4500
859,HI1149,"7.B Herbaceous Agricultural Vegetation,Herb",129744.4756
860,HI1149,"7.C Herbaceous & Woody Developed Vegetation,Herb",32127.08703
861,HI1149,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3600
862,HI1149,"7.C Herbaceous & Woody Developed Vegetation,Tree",150035.1879
863,HI1149,"Developed-Low Intensity,Developed",7200
864,HI1149,"Developed-Roads,Developed",29094.55175
865,HI1162,"1.B Temperate & Boreal Forest & Woodland,Tree",503256.6532
866,HI1162,"2.B Temperate & Boreal Grassland & Shrubland,Herb",5649.194424
867,HI1162,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",59.61926509
868,HI1162,"7.A Woody Agricultural Vegetation,Tree",12427.74654
869,HI1162,"7.B Herbaceous Agricultural Vegetation,Herb",11304.76797
870,HI1162,"7.C Herbaceous & Woody Developed Vegetation,Herb",11112.42763
871,HI1162,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3341.78408
872,HI1162,"7.C Herbaceous & Woody Developed Vegetation,Tree",208456.5716
873,HI1162,"Developed-Roads,Developed",16933.7212
874,HI1165,"1.B Temperate & Boreal Forest & Woodland,Tree",393674.8847
875,HI1165,"2.B Temperate & Boreal Grassland & Shrubland,Herb",25731.9512
876,HI1165,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",8453.600704
877,HI1165,"2.C Shrub & Herb Wetland,Herb",8433.20696
878,HI1165,"7.A Woody Agricultural Vegetation,Tree",31509.24127
879,HI1165,"7.B Herbaceous Agricultural Vegetation,Agriculture",1255.682373
880,HI1165,"7.C Herbaceous & Woody Developed Vegetation,Herb",3733.994214
881,HI1165,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4500
882,HI1165,"7.C Herbaceous & Woody Developed Vegetation,Tree",30528.8755
883,HI1165,"Developed-Low Intensity,Developed",11320.21282
884,HI1165,"Developed-Roads,Developed",20470.64864
885,HI1165,"Open Water,Water",232930.1876
886,HI1181,"1.B Temperate & Boreal Forest & Woodland,Tree",506572.6239
887,HI1181,"2.B Temperate & Boreal Grassland & Shrubland,Herb",18678.15857
888,HI1181,"2.C Shrub & Herb Wetland,Herb",10476.34277
889,HI1181,"7.A Woody Agricultural Vegetation,Tree",19809.40269
890,HI1181,"7.B Herbaceous Agricultural Vegetation,Herb",2167.601576
891,HI1181,"7.C Herbaceous & Woody Developed Vegetation,Herb",916.5132474
892,HI1181,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4679.699998
893,HI1181,"7.C Herbaceous & Woody Developed Vegetation,Tree",34682.03058
894,HI1181,"Developed-Low Intensity,Developed",6300
895,HI1181,"Developed-Roads,Developed",27264.68775
896,HI1181,"Open Water,Water",140995.4248
897,HI1194,"1.B Temperate & Boreal Forest & Woodland,Tree",525587.5582
898,HI1194,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2155.737305
899,HI1194,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",7458.500646
900,HI1194,"7.B Herbaceous Agricultural Vegetation,Agriculture",39076.60116
901,HI1194,"7.B Herbaceous Agricultural Vegetation,Herb",36718.48799
902,HI1194,"7.C Herbaceous & Woody Developed Vegetation,Herb",46602.45551
903,HI1194,"7.C Herbaceous & Woody Developed Vegetation,Shrub",14670.8355
904,HI1194,"7.C Herbaceous & Woody Developed Vegetation,Tree",76914.47128
905,HI1194,"Developed-Low Intensity,Developed",4500
906,HI1194,"Developed-Medium Intensity,Developed",900
907,HI1194,"Developed-Roads,Developed",17381.49554
908,HI1194,"Recently Disturbed or Modified,Tree",576.3427735
909,HI1197,"1.B Temperate & Boreal Forest & Woodland,Tree",766475.819
910,HI1197,"7.A Woody Agricultural Vegetation,Tree",5193.256315
911,HI1197,"7.B Herbaceous Agricultural Vegetation,Herb",749.6916602
912,HI1197,"7.C Herbaceous & Woody Developed Vegetation,Tree",123.7189832
913,HU1195,"1.B Temperate & Boreal Forest & Woodland,Tree",187250.5995
914,HU1195,"2.B Temperate & Boreal Grassland & Shrubland,Herb",1255.682373
915,HU1195,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",7200
916,HU1195,"7.A Woody Agricultural Vegetation,Tree",6866.05976
917,HU1195,"7.C Herbaceous & Woody Developed Vegetation,Herb",68986.91179
918,HU1195,"7.C Herbaceous & Woody Developed Vegetation,Shrub",10421.02775
919,HU1195,"7.C Herbaceous & Woody Developed Vegetation,Tree",203851.0061
920,HU1195,"Developed-High Intensity,Developed",3727.057201
921,HU1195,"Developed-Low Intensity,Developed",76434.57711
922,HU1195,"Developed-Medium Intensity,Developed",15838.57012
923,HU1195,"Developed-Roads,Developed",178154.9246
924,HU1195,"Open Water,Water",12556.06958
925,MS1003,"1.B Temperate & Boreal Forest & Woodland,Tree",519775.6206
926,MS1003,"2.B Temperate & Boreal Grassland & Shrubland,Herb",826.9357925
927,MS1003,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3055.682373
928,MS1003,"2.C Shrub & Herb Wetland,Herb",5478.54825
929,MS1003,"7.C Herbaceous & Woody Developed Vegetation,Herb",41883.58196
930,MS1003,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6118.447376
931,MS1003,"7.C Herbaceous & Woody Developed Vegetation,Tree",61661.90566
932,MS1003,"Developed-Low Intensity,Developed",39054.89981
933,MS1003,"Developed-Medium Intensity,Developed",1102.004229
934,MS1003,"Developed-Roads,Developed",73392.46097
935,MS1003,"Open Water,Water",20192.39894
936,MS1007,"1.B Temperate & Boreal Forest & Woodland,Tree",521684.094
937,MS1007,"2.B Temperate & Boreal Grassland & Shrubland,Herb",740.8715942
938,MS1007,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",4176.342774
939,MS1007,"2.C Shrub & Herb Wetland,Herb",2912.458903
940,MS1007,"7.A Woody Agricultural Vegetation,Tree",2427.722338
941,MS1007,"7.C Herbaceous & Woody Developed Vegetation,Herb",32290.24766
942,MS1007,"7.C Herbaceous & Woody Developed Vegetation,Shrub",5705.972234
943,MS1007,"7.C Herbaceous & Woody Developed Vegetation,Tree",67115.16283
944,MS1007,"Developed-Low Intensity,Developed",20223.61147
945,MS1007,"Developed-Medium Intensity,Developed",4501.100404
946,MS1007,"Developed-Roads,Developed",73045.00017
947,MS1007,"Open Water,Water",37719.90153
948,MS1014,"1.B Temperate & Boreal Forest & Woodland,Tree",325440.2672
949,MS1014,"7.C Herbaceous & Woody Developed Vegetation,Herb",54976.01565
950,MS1014,"7.C Herbaceous & Woody Developed Vegetation,Shrub",7762.542177
951,MS1014,"7.C Herbaceous & Woody Developed Vegetation,Tree",59477.62103
952,MS1014,"Developed-Low Intensity,Developed",128737.5378
953,MS1014,"Developed-Medium Intensity,Developed",12388.05381
954,MS1014,"Developed-Roads,Developed",169337.4165
955,MS1014,"Open Water,Water",14423.03182
956,MS1019,"1.B Temperate & Boreal Forest & Woodland,Tree",374595.2423
957,MS1019,"2.B Temperate & Boreal Grassland & Shrubland,Herb",576.3427734
958,MS1019,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",4322.296143
959,MS1019,"2.C Shrub & Herb Wetland,Shrub",900
960,MS1019,"2.C Shrub & Herb Wetland,Tree",5235.815644
961,MS1019,"7.A Woody Agricultural Vegetation,Tree",913.0396982
962,MS1019,"7.C Herbaceous & Woody Developed Vegetation,Herb",124927.4357
963,MS1019,"7.C Herbaceous & Woody Developed Vegetation,Shrub",12003.43991
964,MS1019,"7.C Herbaceous & Woody Developed Vegetation,Tree",86907.76771
965,MS1019,"Developed-Low Intensity,Developed",74098.70822
966,MS1019,"Developed-Medium Intensity,Developed",8136.461844
967,MS1019,"Developed-Roads,Developed",79925.93605
968,MS1035,"1.B Temperate & Boreal Forest & Woodland,Tree",522842.5478
969,MS1035,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3765.351831
970,MS1035,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",10537.40875
971,MS1035,"2.C Shrub & Herb Wetland,Herb",2700
972,MS1035,"7.B Herbaceous Agricultural Vegetation,Agriculture",900
973,MS1035,"7.B Herbaceous Agricultural Vegetation,Herb",7505.859375
974,MS1035,"7.C Herbaceous & Woody Developed Vegetation,Herb",44597.68011
975,MS1035,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6837.108828
976,MS1035,"7.C Herbaceous & Woody Developed Vegetation,Tree",68852.66551
977,MS1035,"Developed-Low Intensity,Developed",10706.96786
978,MS1035,"Developed-Medium Intensity,Developed",576.3427734
979,MS1035,"Developed-Roads,Developed",61371.41166
980,MS1035,"Open Water,Water",31349.14146
981,MS1039,"1.B Temperate & Boreal Forest & Woodland,Tree",592355.5367
982,MS1039,"7.C Herbaceous & Woody Developed Vegetation,Herb",23937.91828
983,MS1039,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4500
984,MS1039,"7.C Herbaceous & Woody Developed Vegetation,Tree",86459.82416
985,MS1039,"Developed-Low Intensity,Developed",15694.95868
986,MS1039,"Developed-Roads,Developed",35921.3726
987,MS1039,"Open Water,Water",13672.87547
988,MS1051,"1.B Temperate & Boreal Forest & Woodland,Tree",519484.6523
989,MS1051,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3600
990,MS1051,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",900
991,MS1051,"7.A Woody Agricultural Vegetation,Tree",12024.19634
992,MS1051,"7.C Herbaceous & Woody Developed Vegetation,Herb",25297.75187
993,MS1051,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1602.450817
994,MS1051,"7.C Herbaceous & Woody Developed Vegetation,Tree",122502.1325
995,MS1051,"Developed-High Intensity,Developed",1777.091612
996,MS1051,"Developed-Low Intensity,Developed",17467.54997
997,MS1051,"Developed-Medium Intensity,Developed",30638.27909
998,MS1051,"Developed-Roads,Developed",37248.38136
999,MS1062,"1.B Temperate & Boreal Forest & Woodland,Tree",92981.00095
1000,MS1062,"2.B Temperate & Boreal Grassland & Shrubland,Herb",17818.65636
1001,MS1062,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",576.3427734
1002,MS1062,"2.C Shrub & Herb Wetland,Herb",9068.981284
1003,MS1062,"7.A Woody Agricultural Vegetation,Tree",2700
1004,MS1062,"7.C Herbaceous & Woody Developed Vegetation,Herb",142828.509
1005,MS1062,"7.C Herbaceous & Woody Developed Vegetation,Shrub",22975.03889
1006,MS1062,"7.C Herbaceous & Woody Developed Vegetation,Tree",82307.19315
1007,MS1062,"Developed-High Intensity,Developed",3897.903297
1008,MS1062,"Developed-Low Intensity,Developed",122265.3091
1009,MS1062,"Developed-Medium Intensity,Developed",15121.15138
1010,MS1062,"Developed-Roads,Developed",201910.84
1011,MS1062,"Open Water,Water",58091.55972
1012,MS1067,"1.B Temperate & Boreal Forest & Woodland,Tree",280758.8045
1013,MS1067,"2.B Temperate & Boreal Grassland & Shrubland,Herb",6590.597875
1014,MS1067,"2.C Shrub & Herb Wetland,Herb",1856.919301
1015,MS1067,"7.C Herbaceous & Woody Developed Vegetation,Herb",73229.85129
1016,MS1067,"7.C Herbaceous & Woody Developed Vegetation,Shrub",11170.92146
1017,MS1067,"7.C Herbaceous & Woody Developed Vegetation,Tree",138014.3928
1018,MS1067,"Developed-Low Intensity,Developed",115351.5228
1019,MS1067,"Developed-Medium Intensity,Developed",5851.706541
1020,MS1067,"Developed-Roads,Developed",111314.7554
1021,MS1067,"Open Water,Water",28403.01396
1022,MS1071,"1.B Temperate & Boreal Forest & Woodland,Tree",405048.8954
1023,MS1071,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3276.342773
1024,MS1071,"7.C Herbaceous & Woody Developed Vegetation,Herb",39150.28238
1025,MS1071,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6055.22461
1026,MS1071,"7.C Herbaceous & Woody Developed Vegetation,Tree",151391.046
1027,MS1071,"Developed-Low Intensity,Developed",26993.13012
1028,MS1071,"Developed-Medium Intensity,Developed",928.3748717
1029,MS1071,"Developed-Roads,Developed",79505.0443
1030,MS1071,"Open Water,Water",60194.14542
1031,MS1083,"1.B Temperate & Boreal Forest & Woodland,Tree",469188.014
1032,MS1083,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3600
1033,MS1083,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",900
1034,MS1083,"2.C Shrub & Herb Wetland,Tree",4721.191377
1035,MS1083,"7.A Woody Agricultural Vegetation,Tree",585.610404
1036,MS1083,"7.C Herbaceous & Woody Developed Vegetation,Herb",54419.75204
1037,MS1083,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6876.357303
1038,MS1083,"7.C Herbaceous & Woody Developed Vegetation,Tree",88672.50743
1039,MS1083,"Developed-Low Intensity,Developed",44253.73465
1040,MS1083,"Developed-Medium Intensity,Developed",39654.65974
1041,MS1083,"Developed-Roads,Developed",59670.65898
1042,MS1087,"1.B Temperate & Boreal Forest & Woodland,Tree",715740.8802
1043,MS1087,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2500.334874
1044,MS1087,"2.C Shrub & Herb Wetland,Herb",9126.041869
1045,MS1087,"2.C Shrub & Herb Wetland,Shrub",1800
1046,MS1087,"2.C Shrub & Herb Wetland,Tree",2316.652544
1047,MS1087,"7.A Woody Agricultural Vegetation,Tree",3059.91856
1048,MS1087,"7.C Herbaceous & Woody Developed Vegetation,Herb",7374.531975
1049,MS1087,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1800
1050,MS1087,"7.C Herbaceous & Woody Developed Vegetation,Tree",1230.736265
1051,MS1087,"Developed-Low Intensity,Developed",5071.884051
1052,MS1087,"Developed-Roads,Developed",11113.0827
1053,MS1087,"Open Water,Water",11408.42285
1054,MS1099,"1.B Temperate & Boreal Forest & Woodland,Tree",76968.71288
1055,MS1099,"2.B Temperate & Boreal Grassland & Shrubland,Herb",1476.342773
1056,MS1099,"7.C Herbaceous & Woody Developed Vegetation,Herb",36686.07351
1057,MS1099,"7.C Herbaceous & Woody Developed Vegetation,Shrub",14579.9745
1058,MS1099,"7.C Herbaceous & Woody Developed Vegetation,Tree",155020.2567
1059,MS1099,"Developed-High Intensity,Developed",120706.3693
1060,MS1099,"Developed-Low Intensity,Developed",119025.8519
1061,MS1099,"Developed-Medium Intensity,Developed",124085.8757
1062,MS1099,"Developed-Roads,Developed",123093.0287
1063,MS1099,"Recently Disturbed or Modified,Tree",900
1064,MS1103,"1.B Temperate & Boreal Forest & Woodland,Tree",478166.1694
1065,MS1103,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3930.697382
1066,MS1103,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2700
1067,MS1103,"2.C Shrub & Herb Wetland,Herb",11537.01241
1068,MS1103,"2.C Shrub & Herb Wetland,Shrub",1800
1069,MS1103,"2.C Shrub & Herb Wetland,Tree",3408.563232
1070,MS1103,"7.C Herbaceous & Woody Developed Vegetation,Herb",43589.45093
1071,MS1103,"7.C Herbaceous & Woody Developed Vegetation,Shrub",10152.68555
1072,MS1103,"7.C Herbaceous & Woody Developed Vegetation,Tree",125542.3741
1073,MS1103,"Developed-Low Intensity,Developed",41354.05572
1074,MS1103,"Developed-Medium Intensity,Developed",2500.048547
1075,MS1103,"Developed-Roads,Developed",36945.57046
1076,MS1103,"Open Water,Water",10915.8582
1077,MS1115,"1.B Temperate & Boreal Forest & Woodland,Tree",443767.7491
1078,MS1115,"2.B Temperate & Boreal Grassland & Shrubland,Herb",5976.342773
1079,MS1115,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",616.3379717
1080,MS1115,"2.C Shrub & Herb Wetland,Herb",19656.81642
1081,MS1115,"2.C Shrub & Herb Wetland,Shrub",2682.052742
1082,MS1115,"7.C Herbaceous & Woody Developed Vegetation,Herb",20811.85839
1083,MS1115,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6799.879679
1084,MS1115,"7.C Herbaceous & Woody Developed Vegetation,Tree",50934.95217
1085,MS1115,"Developed-High Intensity,Developed",18379.06567
1086,MS1115,"Developed-Low Intensity,Developed",30896.98482
1087,MS1115,"Developed-Medium Intensity,Developed",59560.23357
1088,MS1115,"Developed-Roads,Developed",62299.16376
1089,MS1115,"Open Water,Water",49261.04888
1090,MS1115,"Recently Disturbed or Modified,Tree",900
1091,MS1126,"1.B Temperate & Boreal Forest & Woodland,Tree",470310.4414
1092,MS1126,"2.B Temperate & Boreal Grassland & Shrubland,Herb",329.0405527
1093,MS1126,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3055.682373
1094,MS1126,"2.C Shrub & Herb Wetland,Herb",1260.802223
1095,MS1126,"7.C Herbaceous & Woody Developed Vegetation,Herb",80951.37206
1096,MS1126,"7.C Herbaceous & Woody Developed Vegetation,Shrub",15057.367
1097,MS1126,"7.C Herbaceous & Woody Developed Vegetation,Tree",101638.1217
1098,MS1126,"Developed-High Intensity,Developed",1255.682373
1099,MS1126,"Developed-Low Intensity,Developed",32250.13292
1100,MS1126,"Developed-Medium Intensity,Developed",13633.75854
1101,MS1126,"Developed-Roads,Developed",52800.08483
1102,MS1131,"1.B Temperate & Boreal Forest & Woodland,Shrub",798.37198
1103,MS1131,"1.B Temperate & Boreal Forest & Woodland,Tree",361438.878
1104,MS1131,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2700
1105,MS1131,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",7200
1106,MS1131,"2.C Shrub & Herb Wetland,Herb",1169.105971
1107,MS1131,"7.A Woody Agricultural Vegetation,Tree",1800
1108,MS1131,"7.C Herbaceous & Woody Developed Vegetation,Herb",35446.81901
1109,MS1131,"7.C Herbaceous & Woody Developed Vegetation,Shrub",5071.789121
1110,MS1131,"7.C Herbaceous & Woody Developed Vegetation,Tree",140506.3939
1111,MS1131,"Developed-High Intensity,Developed",5393.349653
1112,MS1131,"Developed-Low Intensity,Developed",51419.59241
1113,MS1131,"Developed-Medium Intensity,Developed",23522.34944
1114,MS1131,"Developed-Roads,Developed",82131.48064
1115,MS1131,"Open Water,Water",53944.35582
1116,MS1135,"1.B Temperate & Boreal Forest & Woodland,Tree",682715.2598
1117,MS1135,"7.A Woody Agricultural Vegetation,Tree",7749.843912
1118,MS1135,"7.C Herbaceous & Woody Developed Vegetation,Herb",7662.872492
1119,MS1135,"7.C Herbaceous & Woody Developed Vegetation,Tree",20943.75417
1120,MS1135,"Developed-Roads,Developed",23306.11255
1121,MS1135,"Open Water,Water",30164.64305
1122,MS1147,"1.B Temperate & Boreal Forest & Woodland,Tree",765004.0729
1123,MS1147,"2.C Shrub & Herb Wetland,Tree",70.45987987
1124,MS1147,"7.C Herbaceous & Woody Developed Vegetation,Tree",44.00354862
1125,MS1147,"Developed-Roads,Developed",7423.949561
1126,MS1151,"1.B Temperate & Boreal Forest & Woodland,Tree",682394.1859
1127,MS1151,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1800
1128,MS1151,"2.C Shrub & Herb Wetland,Tree",712.6852528
1129,MS1151,"7.A Woody Agricultural Vegetation,Tree",1845.077939
1130,MS1151,"7.C Herbaceous & Woody Developed Vegetation,Herb",3594.646682
1131,MS1151,"7.C Herbaceous & Woody Developed Vegetation,Shrub",5282.616192
1132,MS1151,"7.C Herbaceous & Woody Developed Vegetation,Tree",39758.96147
1133,MS1151,"Developed-Low Intensity,Developed",13856.6112
1134,MS1151,"Developed-Roads,Developed",23297.70129
1135,MS1163,"1.B Temperate & Boreal Forest & Woodland,Tree",348206.2933
1136,MS1163,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3183.014209
1137,MS1163,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",9576.342774
1138,MS1163,"7.A Woody Agricultural Vegetation,Tree",12155.80602
1139,MS1163,"7.C Herbaceous & Woody Developed Vegetation,Herb",37460.99596
1140,MS1163,"7.C Herbaceous & Woody Developed Vegetation,Shrub",8676.342774
1141,MS1163,"7.C Herbaceous & Woody Developed Vegetation,Tree",91129.20073
1142,MS1163,"Developed-High Intensity,Developed",22955.71501
1143,MS1163,"Developed-Low Intensity,Developed",36340.52457
1144,MS1163,"Developed-Medium Intensity,Developed",38248.79273
1145,MS1163,"Developed-Roads,Developed",98676.6456
1146,MS1163,"Open Water,Water",65932.81226
1147,MS1167,"1.B Temperate & Boreal Forest & Woodland,Tree",421872.9718
1148,MS1167,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",900
1149,MS1167,"2.C Shrub & Herb Wetland,Tree",1736.601146
1150,MS1167,"7.A Woody Agricultural Vegetation,Tree",1845.077939
1151,MS1167,"7.C Herbaceous & Woody Developed Vegetation,Herb",98047.76258
1152,MS1167,"7.C Herbaceous & Woody Developed Vegetation,Shrub",10343.9899
1153,MS1167,"7.C Herbaceous & Woody Developed Vegetation,Tree",56464.60803
1154,MS1167,"Developed-Low Intensity,Developed",88683.92653
1155,MS1167,"Developed-Medium Intensity,Developed",2431.44461
1156,MS1167,"Developed-Roads,Developed",90216.1034
1157,MS1179,"1.B Temperate & Boreal Forest & Woodland,Tree",329873.5858
1158,MS1179,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2700
1159,MS1179,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3211.412327
1160,MS1179,"2.C Shrub & Herb Wetland,Shrub",2568.456065
1161,MS1179,"7.C Herbaceous & Woody Developed Vegetation,Herb",117767.0968
1162,MS1179,"7.C Herbaceous & Woody Developed Vegetation,Shrub",7892.263004
1163,MS1179,"7.C Herbaceous & Woody Developed Vegetation,Tree",98147.27346
1164,MS1179,"Developed-Low Intensity,Developed",57569.15224
1165,MS1179,"Developed-Medium Intensity,Developed",33180.69845
1166,MS1179,"Developed-Roads,Developed",88556.62465
1167,MS1179,"Open Water,Water",31075.92317
1168,MS1190,"1.B Temperate & Boreal Forest & Woodland,Shrub",1800
1169,MS1190,"1.B Temperate & Boreal Forest & Woodland,Tree",395214.9187
1170,MS1190,"2.B Temperate & Boreal Grassland & Shrubland,Herb",11749.24163
1171,MS1190,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2952.685547
1172,MS1190,"2.C Shrub & Herb Wetland,Herb",7466.967774
1173,MS1190,"2.C Shrub & Herb Wetland,Shrub",2376.342773
1174,MS1190,"7.C Herbaceous & Woody Developed Vegetation,Herb",43396.39331
1175,MS1190,"7.C Herbaceous & Woody Developed Vegetation,Shrub",11083.69611
1176,MS1190,"7.C Herbaceous & Woody Developed Vegetation,Tree",167790.925
1177,MS1190,"Developed-Low Intensity,Developed",22648.47087
1178,MS1190,"Developed-Roads,Developed",74374.44001
1179,MS1190,"Open Water,Water",31688.40426
1180,MS1199,"1.B Temperate & Boreal Forest & Woodland,Tree",701914.963
1181,MS1199,"2.C Shrub & Herb Wetland,Herb",2823.997364
1182,MS1199,"7.C Herbaceous & Woody Developed Vegetation,Herb",4828.39256
1183,MS1199,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3600
1184,MS1199,"7.C Herbaceous & Woody Developed Vegetation,Tree",33514.89995
1185,MS1199,"Developed-Low Intensity,Developed",8086.903857
1186,MS1199,"Developed-Roads,Developed",17773.32919
1187,NC1001,"1.B Temperate & Boreal Forest & Woodland,Tree",43981.65853
1188,NC1001,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2415.948569
1189,NC1001,"7.C Herbaceous & Woody Developed Vegetation,Herb",285959.9974
1190,NC1001,"7.C Herbaceous & Woody Developed Vegetation,Shrub",17432.14159
1191,NC1001,"7.C Herbaceous & Woody Developed Vegetation,Tree",282614.6244
1192,NC1001,"Developed-Low Intensity,Developed",72967.76017
1193,NC1001,"Developed-Medium Intensity,Developed",11687.58545
1194,NC1001,"Developed-Roads,Developed",55482.76979
1195,NC1012,"1.B Temperate & Boreal Forest & Woodland,Tree",661915.7739
